,credit_score,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
1448,555,Female,46,4,120392.99,1,1,0,177719.88,1
5964,599,Male,35,6,137102.65,1,0,0,76870.81,0
6242,698,Male,52,8,96781.39,1,1,1,153373.71,0
6347,637,Male,35,8,147127.81,2,1,1,84760.7,0
7874,641,Male,32,5,122947.92,1,1,1,99154.86,0
9816,643,Male,48,8,0.0,2,1,0,174729.3,0
3226,603,Male,35,1,105346.03,2,1,1,130379.5,0
9744,586,Male,46,8,106968.96,1,1,1,79366.98,1
3978,837,Male,37,6,94001.61,2,1,0,140723.05,0
4383,645,Male,42,4,98298.18,1,1,1,676.06,0
7856,580,Female,33,7,131647.01,2,0,0,79775.19,0
3539,667,Male,42,6,0.0,1,1,0,88890.05,0
5682,620,Male,29,9,0.0,2,1,0,13133.88,0
2827,704,Male,36,7,120026.98,2,0,1,100601.73,0
7658,706,Female,53,3,0.0,3,0,0,88479.02,1
4996,500,Male,44,9,160838.13,2,1,0,196261.64,0
1338,625,Male,52,5,164978.01,1,1,1,67788.49,0
3262,511,Male,48,6,149726.08,1,0,0,88307.87,1
6386,621,Female,40,7,0.0,2,0,1,131283.6,1
7951,850,Female,40,0,0.0,2,1,0,1099.95,0
650,629,Female,49,4,0.0,2,1,1,196335.48,0
2902,691,Female,33,1,128306.83,1,1,1,113580.79,0
2258,466,Female,36,5,119540.15,1,0,1,80603.99,0
7402,647,Male,33,7,121260.19,2,1,0,77216.48,0
3521,627,Male,49,4,111087.5,1,0,1,146680.25,0
2730,670,Male,30,3,133446.34,1,0,0,3154.95,0
5496,620,Female,42,1,0.0,2,0,1,65565.92,0
4478,549,Male,31,4,0.0,2,0,1,25684.85,0
1596,769,Male,27,7,188614.07,1,1,0,171344.09,0
7066,729,Female,42,1,0.0,2,1,1,149535.97,0
2584,748,Male,40,0,0.0,1,0,0,60416.76,0
5441,751,Male,29,1,135536.5,1,1,0,66825.33,0
3196,610,Male,36,4,129440.3,2,1,0,102638.35,0
8523,690,Female,54,1,144027.8,1,1,1,108731.02,1
7682,700,Male,29,8,0.0,2,0,1,152097.02,0
5376,850,Male,38,1,146343.98,1,0,1,103902.11,0
1258,633,Female,33,3,0.0,2,1,0,191111.02,0
5277,577,Female,40,1,0.0,2,1,1,108787.0,0
991,615,Female,35,2,97440.02,2,1,1,139816.1,0
3504,490,Female,37,3,116465.53,1,0,1,24435.77,0
113,675,Male,36,9,106190.55,1,0,1,22994.32,0
919,552,Male,45,9,0.0,2,1,0,26752.56,0
2509,655,Female,50,10,0.0,4,1,0,179267.94,1
9404,595,Female,43,5,0.0,2,0,0,105149.8,0
165,660,Male,31,9,125189.75,2,1,1,139874.43,0
5263,809,Male,41,1,79706.25,2,1,0,165675.01,0
4603,623,Male,23,1,106012.2,2,0,1,191415.94,0
949,684,Female,48,3,73309.38,1,0,0,21228.34,1
4594,650,Female,31,1,160566.11,2,0,0,27073.81,0
5727,535,Male,38,8,127475.24,1,0,0,60775.76,1
3770,477,Male,27,1,128554.98,1,1,1,133173.19,0
2506,695,Male,44,8,0.0,2,1,1,70974.13,0
5107,847,Female,37,9,112712.17,1,1,0,116097.26,0
2850,764,Female,39,5,81042.42,1,0,1,109805.17,0
6485,640,Male,26,5,90402.77,1,1,1,3298.65,0
5362,750,Female,37,1,133199.71,2,1,1,27366.77,0
7442,614,Male,36,5,0.0,2,1,0,130610.78,0
4446,701,Female,37,3,0.0,2,1,1,164268.28,0
4460,661,Male,35,5,0.0,1,1,0,155394.52,0
9513,515,Male,48,5,129387.94,1,0,1,147955.91,1
2505,607,Female,37,4,135927.06,1,0,0,180890.4,0
1114,608,Female,62,8,144976.5,1,0,0,175836.03,1
8397,630,Male,29,6,131354.39,1,0,1,9324.31,1
298,511,Male,58,0,149117.31,1,1,1,162599.51,0
1675,784,Male,33,10,0.0,2,1,0,162022.47,0
3347,725,Male,45,1,129855.32,1,0,0,24218.65,0
2735,551,Female,30,2,143340.44,1,1,0,145796.49,0
7819,613,Male,29,0,0.0,2,0,1,133897.32,0
4988,606,Male,47,3,93578.68,2,0,1,137720.56,1
9894,521,Female,77,6,0.0,2,1,1,49054.1,0
5817,613,Male,69,9,78778.49,1,0,1,8751.59,0
4325,567,Female,45,1,157320.51,1,1,0,62193.92,0
6719,650,Female,39,4,0.0,2,0,0,186275.7,0
8786,741,Female,19,8,108711.57,2,1,0,24857.25,0
4550,579,Female,39,3,166501.17,2,1,0,93835.64,0
8572,752,Female,38,10,101648.5,2,1,0,172001.44,0
7847,643,Female,20,0,133313.34,1,1,1,3965.69,0
2103,594,Male,61,3,62391.22,1,1,1,192434.11,0
5813,513,Male,30,5,0.0,2,1,0,162523.66,0
9104,656,Female,34,6,59877.33,1,1,0,14032.62,1
7453,778,Female,35,1,151958.19,3,1,1,131238.37,1
1837,561,Male,56,7,152759.0,2,1,0,133167.11,1
7902,499,Female,38,9,0.0,2,0,1,183042.2,0
8318,520,Female,39,6,145644.05,1,0,0,104118.93,0
8723,350,Male,51,10,0.0,1,1,1,125823.79,1
607,584,Male,28,10,0.0,2,1,0,19834.32,0
8374,628,Female,55,7,0.0,3,1,0,85890.75,1
1093,651,Male,40,4,0.0,2,1,1,147715.83,0
6387,513,Female,43,9,0.0,2,1,0,152499.8,0
6505,596,Male,48,2,131326.47,1,0,0,1140.02,1
8964,469,Male,37,9,96776.49,1,1,1,119890.86,0
4487,696,Male,31,3,150604.52,1,0,0,5566.6,0
160,717,Female,22,6,101060.25,1,0,1,84699.56,0
203,711,Female,38,2,129022.06,2,1,1,14374.86,1
7040,678,Female,48,2,0.0,2,1,1,32301.88,0
5893,605,Female,48,10,150315.92,1,0,1,133486.36,0
4933,420,Female,31,1,108377.75,2,1,1,9904.63,0
2934,631,Male,33,7,0.0,1,1,1,58043.02,1
7322,713,Female,32,1,117094.02,1,0,0,149558.83,1
2435,608,Male,42,8,131390.75,2,1,0,71178.09,0
1230,775,Male,36,2,109949.05,2,0,1,71682.54,0
8675,714,Male,54,7,126113.28,1,1,0,112777.38,0
3046,658,Female,31,3,133003.03,1,0,1,146339.27,1
9654,834,Male,34,5,0.0,2,0,0,53437.1,0
8419,677,Female,26,6,98723.67,1,0,1,151146.67,0
7666,494,Male,25,6,0.0,2,0,1,109988.09,0
6407,806,Male,30,8,168078.83,1,1,0,85028.36,1
4251,601,Male,35,2,0.0,2,1,1,118983.18,0
5577,592,Female,62,5,0.0,1,1,1,100941.57,0
3293,751,Female,39,3,0.0,2,1,1,84175.34,0
4034,601,Female,42,4,96763.89,1,1,1,199242.65,0
8112,578,Female,35,2,0.0,2,0,1,26389.92,0
4290,650,Female,23,5,0.0,1,1,1,180622.43,0
4334,705,Female,57,3,0.0,2,1,1,34134.14,0
5931,656,Female,46,7,141535.52,1,1,0,50595.15,1
3877,645,Male,45,4,0.0,1,0,1,174916.85,1
5428,507,Female,35,2,0.0,2,1,0,97633.93,0
4753,454,Male,40,2,123177.01,1,1,0,148309.98,0
4886,711,Female,53,5,123805.03,1,1,0,102428.51,0
857,741,Male,39,7,143637.58,2,0,1,174227.66,0
8233,633,Female,33,4,92855.02,1,1,1,159813.18,0
8375,565,Female,38,7,145400.69,2,1,1,83844.79,0
2561,655,Male,34,1,116114.93,1,1,1,49492.15,0
3801,699,Male,31,6,114493.68,1,0,0,138396.32,0
2640,625,Female,31,8,0.0,2,1,0,151843.54,0
9663,606,Male,40,9,95293.86,2,0,1,96985.58,0
4490,647,Female,64,1,91216.0,1,1,1,41800.18,0
2347,589,Male,55,7,119961.48,1,1,0,65156.83,1
649,652,Male,38,6,0.0,2,1,1,145700.22,0
2781,732,Female,61,9,94867.18,2,1,1,157527.6,1
5652,691,Female,29,9,0.0,2,0,0,199635.93,0
8543,680,Male,30,4,108300.27,2,0,1,44384.57,1
8677,609,Female,40,10,137389.77,2,1,0,170122.22,0
6433,415,Male,53,5,167259.44,1,1,1,22357.25,0
615,727,Female,31,0,0.0,1,1,0,121751.04,1
8448,508,Male,49,1,93817.41,2,1,1,132468.76,1
2575,551,Male,54,5,102994.04,1,1,0,176680.16,1
53,655,Male,41,8,125561.97,1,0,0,164040.94,1
3340,729,Male,29,5,109676.52,1,1,1,25548.47,0
7037,568,Male,46,8,150836.92,1,0,0,64516.8,1
1705,452,Male,35,4,148172.44,1,1,1,4175.68,0
9060,685,Female,33,1,0.0,3,0,1,70221.13,1
9352,667,Male,40,8,72945.29,2,1,0,98931.5,0
1493,680,Female,30,3,0.0,1,1,0,160131.58,0
9963,740,Male,33,2,126524.11,1,1,0,136869.31,0
5632,644,Male,44,5,73348.56,1,1,0,157166.79,1
803,511,Female,29,9,0.0,2,0,1,140676.98,0
4953,629,Male,34,1,121151.05,1,0,0,119357.93,0
6933,708,Male,46,7,68799.72,1,1,1,39704.14,0
7104,577,Male,41,4,89015.61,1,0,1,135227.23,0
990,655,Male,37,5,93147.0,2,1,0,66214.13,0
2774,564,Female,28,1,0.0,1,1,1,162428.05,0
7470,850,Female,47,4,99219.47,2,1,1,122141.13,0
6419,729,Male,44,6,0.0,2,1,0,151733.43,0
3513,790,Female,33,10,135120.72,1,0,0,195204.99,0
5478,648,Male,44,9,111369.79,2,1,1,91947.74,0
8400,776,Male,39,8,125211.55,2,1,0,144496.07,0
219,592,Male,54,8,0.0,1,1,1,28737.71,1
6969,619,Female,38,6,0.0,2,1,1,117616.29,0
1288,548,Male,39,7,131468.44,1,1,0,164975.82,0
3163,649,Female,37,8,114737.26,1,1,1,106655.88,1
4678,580,Male,61,8,125921.37,1,1,1,94677.83,0
2618,498,Female,30,1,0.0,2,0,0,135795.53,0
3612,635,Female,37,3,0.0,2,1,0,91086.73,0
43,834,Female,49,2,131394.56,1,0,0,194365.76,1
8094,614,Male,66,2,0.0,2,0,1,180082.7,0
8372,850,Male,44,2,112755.34,2,0,0,158171.36,0
3792,444,Male,36,7,0.0,2,0,1,138743.86,0
3571,664,Male,36,6,71142.77,2,1,0,122433.09,0
9980,741,Male,35,6,74371.49,1,0,0,99595.67,0
1503,710,Male,47,5,158623.14,1,0,0,83499.89,1
5556,606,Male,40,6,119501.88,2,1,0,46774.94,0
9830,593,Male,32,6,99162.29,1,1,0,128384.11,0
3439,746,Male,36,7,142400.77,1,1,1,193438.69,0
1892,634,Female,31,8,76798.92,1,0,0,196021.73,0
9323,644,Male,50,9,76817.0,4,1,0,196371.13,1
5255,799,Female,63,1,110314.21,2,1,0,37464.0,1
1955,565,Female,58,3,108888.24,3,0,1,135875.51,1
5167,726,Male,29,7,0.0,2,1,1,91844.14,1
4814,621,Male,39,8,0.0,2,1,0,36122.96,0
6264,690,Male,44,9,100368.63,2,0,0,35342.33,0
1505,606,Male,48,4,132403.56,1,0,0,36091.91,1
670,624,Female,48,3,122388.38,2,0,0,30020.09,0
8907,786,Male,34,3,137361.96,1,0,0,183682.09,0
7055,620,Female,33,9,127638.35,1,1,1,192717.57,0
897,621,Female,40,6,0.0,1,1,0,155155.25,0
6178,850,Female,40,4,97990.49,2,0,0,106691.02,0
2666,740,Female,37,7,0.0,2,1,1,194270.91,0
3193,659,Female,49,1,0.0,1,1,0,116249.72,1
2890,586,Male,34,5,168094.01,1,0,0,20058.61,0
7773,636,Male,67,7,136709.35,1,0,1,66753.1,1
2621,551,Female,36,5,0.0,1,1,0,183479.12,0
6008,767,Female,24,5,0.0,2,1,1,67445.85,0
5956,798,Female,38,4,129055.13,1,1,0,157147.59,0
2,502,Female,42,8,159660.8,3,1,0,113931.57,1
2370,479,Female,35,2,113090.4,1,1,0,195649.79,0
7914,687,Male,35,9,0.0,2,0,1,73133.82,0
1769,607,Male,39,2,84468.67,2,1,1,121945.42,0
8506,767,Male,48,9,0.0,2,0,1,175458.21,0
6025,601,Female,46,3,98202.76,1,0,0,137763.93,0
531,702,Female,26,4,135219.57,1,0,1,59747.63,0
8724,668,Female,30,8,0.0,2,1,0,138465.7,0
8649,850,Female,30,3,104911.35,2,1,1,42933.26,0
7873,782,Male,36,5,81210.72,2,0,1,108003.38,0
8890,599,Female,49,10,143888.22,2,1,1,166236.38,1
3120,590,Female,23,7,0.0,2,1,0,196789.9,0
9022,712,Male,23,2,0.0,2,0,1,66795.78,0
731,769,Female,25,10,0.0,2,0,0,187925.75,0
3406,632,Female,29,7,80922.75,1,1,0,7820.78,0
2339,651,Male,26,5,147037.32,1,0,0,141763.26,0
5967,773,Male,37,2,103195.2,2,1,0,178268.36,0
6580,527,Female,30,6,126663.51,1,1,1,162267.91,0
2565,705,Female,50,4,77065.9,2,0,1,145159.26,0
7726,735,Male,55,6,134140.68,1,1,0,2267.88,0
7820,666,Male,40,5,0.0,2,1,0,147878.05,0
6713,586,Female,46,0,0.0,3,0,1,131553.82,1
6995,633,Female,32,1,104001.38,1,0,1,36642.65,0
6942,431,Male,42,8,120822.86,2,1,0,126153.24,0
7794,508,Female,25,2,111395.53,1,0,1,48197.06,0
8975,567,Male,41,0,134378.89,1,1,1,105746.94,0
1255,624,Male,46,3,0.0,2,1,1,62825.03,0
2104,768,Male,42,5,0.0,3,0,0,60686.4,0
6734,619,Female,55,0,0.0,3,0,0,60810.64,1
9778,732,Female,43,9,0.0,2,1,0,183147.17,0
6224,777,Male,39,8,0.0,2,1,1,18613.52,0
9150,717,Male,28,4,128206.79,1,1,1,54272.12,0
4994,796,Female,52,9,167194.36,1,1,1,62808.93,1
8969,562,Female,51,7,122822.0,2,0,0,32626.21,0
6839,724,Male,36,6,94615.11,2,1,1,10627.21,0
5057,753,Female,46,3,111512.75,3,1,0,159576.75,1
5846,509,Male,29,1,0.0,2,1,0,69113.14,0
4434,633,Female,46,3,0.0,2,1,0,120250.58,0
3484,784,Male,28,2,70233.74,2,1,1,179252.73,0
9493,664,Female,36,0,103502.22,1,1,1,146191.82,0
5318,744,Male,31,0,117551.23,1,1,0,158958.9,0
3816,664,Female,31,9,114519.57,2,0,1,79222.02,0
5729,488,Male,43,10,112751.13,1,1,1,28332.0,0
8903,520,Male,35,9,105387.89,1,1,1,25059.06,0
7840,537,Female,47,4,124192.28,2,1,1,50881.51,0
9889,760,Female,32,2,0.0,1,1,1,114565.35,0
1621,689,Male,38,5,75075.14,1,1,1,8651.92,1
9423,578,Female,28,8,161592.76,1,1,0,177834.79,0
6307,583,Male,27,4,105907.42,2,1,1,195732.04,0
9304,616,Male,40,9,0.0,2,0,0,93717.55,0
8902,467,Male,39,5,0.0,2,1,1,7415.96,0
1096,756,Female,39,3,100717.85,3,1,1,73406.04,1
8057,816,Female,34,2,108410.87,2,1,0,102908.91,0
9481,505,Male,35,8,116932.59,1,1,0,91092.84,0
2463,629,Male,32,2,0.0,2,0,1,77965.44,0
8289,682,Male,40,4,0.0,1,0,1,105352.55,0
1788,439,Female,43,8,0.0,1,0,1,104889.3,0
250,771,Female,36,5,77846.9,1,0,0,99805.99,0
9926,803,Male,36,1,0.0,2,1,1,149370.93,0
6191,592,Male,27,3,0.0,2,1,1,19645.65,0
9650,834,Male,33,5,0.0,2,1,0,66285.18,0
192,479,Male,40,1,0.0,2,0,0,114996.43,0
820,659,Male,36,4,132578.92,2,1,0,84320.94,0
9627,641,Male,31,3,153316.14,1,1,0,59927.99,0
5714,554,Female,39,10,0.0,2,1,1,18391.93,0
7195,675,Female,33,6,0.0,2,1,0,34045.61,0
5715,806,Male,31,9,0.0,2,0,1,140168.36,0
4400,766,Female,34,6,106434.94,1,0,1,137995.66,1
9290,850,Male,33,8,73059.38,1,1,1,186281.0,0
5388,574,Male,54,1,99774.5,1,0,0,4896.11,1
4166,850,Female,45,5,174088.3,4,1,0,5669.31,1
4951,658,Male,20,7,0.0,2,0,0,187638.34,0
2687,508,Male,44,3,115451.05,2,0,0,67234.33,0
4390,670,Female,40,3,47364.45,1,1,1,148579.43,1
5860,453,Female,37,4,131834.76,2,1,0,8949.2,0
5981,634,Female,37,7,143258.85,2,1,0,192721.98,0
4927,641,Female,40,9,0.0,1,0,0,151648.66,1
6735,842,Female,37,4,132446.08,2,1,0,87071.18,1
2607,814,Male,31,1,118870.92,1,1,0,101704.19,0
7466,700,Female,30,4,116377.48,1,1,1,134417.31,0
238,668,Female,46,2,0.0,3,1,0,89048.46,1
4015,813,Male,32,1,122889.88,1,1,1,26476.18,0
9262,734,Female,52,6,71283.09,2,0,1,38984.37,0
2977,505,Female,45,9,131355.3,3,1,0,195395.33,1
5712,660,Male,35,9,113948.58,1,1,0,188891.96,1
9856,763,Female,32,1,108465.65,2,1,0,60552.44,1
5473,787,Female,38,3,158373.23,1,1,1,28228.35,0
945,697,Female,25,5,82931.85,2,1,1,128373.88,0
8251,629,Female,37,1,35549.81,2,0,0,49676.33,0
7681,641,Male,33,2,146193.6,2,1,1,55796.83,1
5097,650,Male,20,8,0.0,2,1,1,113469.65,0
6805,614,Female,35,1,0.0,2,1,1,3342.62,0
5803,526,Male,38,2,0.0,2,0,0,58010.98,0
3552,833,Female,39,3,0.0,2,1,0,1710.89,0
9969,609,Male,41,6,0.0,1,0,1,112585.19,0
3360,844,Male,38,7,111501.66,1,1,1,119333.38,0
8249,586,Female,38,6,0.0,2,1,1,37935.83,0
2410,596,Female,33,1,138162.81,1,1,0,85412.54,0
4507,592,Male,28,2,116498.22,1,1,0,144290.25,0
8462,817,Male,59,1,118962.58,1,1,1,120819.58,0
3982,614,Male,46,4,0.0,1,1,0,74379.57,1
146,635,Female,29,8,138296.94,2,1,0,141075.51,0
6648,437,Female,26,1,120923.52,1,0,1,78854.57,0
2294,591,Male,33,9,131765.72,1,1,0,118782.06,0
2253,684,Female,41,7,0.0,1,1,1,138394.37,0
3611,746,Female,21,8,166883.07,2,0,1,194563.65,0
5353,592,Male,35,6,80285.16,1,1,0,72678.75,1
1736,633,Female,29,0,138577.34,1,1,0,193362.99,0
7915,695,Male,56,1,0.0,3,1,0,187734.49,1
7659,680,Male,31,10,113292.17,1,1,1,122639.73,0
114,721,Male,28,9,154475.54,2,0,1,101300.94,1
8860,808,Male,24,4,122168.65,1,1,0,174107.04,0
5649,629,Male,29,6,0.0,2,1,1,88842.8,0
9844,658,Female,40,5,143566.12,1,1,1,189607.71,0
498,757,Male,26,8,121581.56,2,1,1,127059.04,0
7822,581,Male,50,2,143829.2,2,1,0,181224.24,1
720,672,Female,56,2,209767.31,2,1,1,150694.42,1
7258,600,Female,58,8,118723.11,1,0,0,6209.51,1
8843,620,Male,42,4,106920.91,1,0,1,119747.08,0
5730,539,Female,29,4,0.0,2,1,1,100919.19,0
3089,743,Male,40,8,68155.59,1,1,0,94876.65,0
7226,777,Female,46,0,107362.8,1,1,0,487.3,0
7306,837,Female,38,2,0.0,2,1,1,46395.21,0
6508,850,Male,42,6,84445.68,3,0,1,60021.34,1
596,685,Male,43,9,0.0,2,1,0,107811.28,0
9092,781,Male,38,2,117810.79,1,0,1,65632.33,1
6095,600,Male,37,8,177657.35,1,1,1,77142.32,0
6053,552,Male,42,4,0.0,2,0,0,195692.3,0
5164,642,Male,36,4,0.0,2,1,1,195224.91,0
1647,703,Female,45,7,0.0,2,1,1,68831.72,0
8167,713,Female,24,7,147687.24,1,1,1,121592.5,0
6920,644,Male,38,3,0.0,2,1,1,79928.41,0
2700,564,Male,31,4,0.0,2,1,0,53520.03,0
8203,778,Male,33,5,116474.28,2,1,1,32757.55,0
1700,608,Female,30,8,0.0,2,1,0,128875.86,0
8943,516,Female,37,8,113143.12,1,0,0,3363.36,0
5404,657,Male,37,4,82500.28,1,1,1,115260.72,0
7219,581,Male,54,4,89299.81,1,0,0,5558.47,1
7502,721,Female,32,10,0.0,1,1,0,136119.96,1
2942,850,Female,42,9,113311.11,1,1,1,198193.75,0
6301,766,Female,45,6,97652.96,1,1,0,127332.33,0
86,750,Male,22,3,121681.82,1,1,0,128643.35,1
2308,488,Female,33,4,140002.35,1,1,0,123613.81,0
2677,518,Female,38,10,84764.79,1,1,1,162253.9,0
8216,704,Male,41,4,109026.8,2,1,1,43117.1,0
7729,850,Female,35,2,128548.49,4,1,0,75478.95,1
2594,537,Female,47,6,103163.35,1,1,0,16259.64,1
5884,552,Male,38,10,132271.12,2,1,1,46562.02,0
1029,609,Male,53,10,0.0,1,1,1,154642.91,0
136,461,Female,34,5,63663.93,1,0,1,167784.28,0
6831,469,Female,52,8,139493.25,3,0,0,150093.32,1
7814,647,Female,33,3,168560.46,2,0,0,90270.16,0
2854,748,Male,33,1,142645.43,1,0,0,69132.66,0
4409,756,Male,41,6,149049.92,1,0,1,50422.36,1
1200,772,Male,30,6,99785.28,2,0,0,197238.03,0
4717,627,Male,38,8,106922.92,2,0,1,84270.09,0
9517,543,Male,37,8,140894.06,2,1,1,118059.19,0
6594,747,Female,40,3,0.0,1,0,0,57817.84,1
566,438,Female,54,2,0.0,1,0,0,191763.07,1
7328,850,Male,56,1,169743.83,1,0,0,155850.4,1
5430,714,Female,24,7,0.0,2,1,0,166335.0,0
3927,580,Female,65,1,0.0,2,0,1,103182.46,0
6055,479,Female,23,9,123575.51,1,0,1,95148.28,0
7589,723,Female,35,0,0.0,2,0,1,61290.99,0
7122,527,Female,46,10,131414.76,1,1,0,54947.51,0
6572,588,Female,21,8,0.0,2,1,1,110114.19,0
6535,652,Female,36,6,112518.71,2,0,1,110421.31,0
8913,496,Male,31,5,0.0,2,1,0,93713.13,0
8275,610,Female,46,5,116886.59,1,0,0,107973.44,0
2330,484,Female,39,5,0.0,2,1,1,175224.12,0
3515,584,Female,37,8,0.0,2,0,1,100835.19,0
2187,699,Male,34,8,0.0,1,1,1,76510.46,0
195,807,Male,35,3,174790.15,1,1,1,600.36,0
7257,747,Female,47,5,139914.6,4,0,1,129964.56,1
5666,636,Male,60,7,124447.73,1,1,1,141364.62,1
5059,707,Male,29,4,0.0,2,1,0,139953.94,0
802,614,Female,31,7,120599.38,2,1,1,46163.44,0
8848,559,Female,29,3,79715.36,1,1,0,82252.28,0
9928,611,Male,38,4,71018.6,2,1,0,2444.29,0
2068,658,Female,31,2,36566.96,1,1,0,103644.98,1
9082,768,Female,36,5,180169.44,2,1,0,17348.56,0
8744,664,Female,49,5,127421.78,2,1,0,108876.75,1
644,819,Female,39,9,133102.92,1,1,0,27046.46,1
9374,658,Female,32,5,145553.07,1,1,1,31484.76,0
5103,783,Female,58,3,127539.3,1,1,1,96590.39,1
5460,661,Male,41,5,122552.48,2,0,1,120646.4,0
1637,538,Female,31,0,0.0,2,0,0,179453.66,0
120,828,Male,34,8,129433.34,2,0,0,38131.77,0
2981,616,Male,39,2,121704.32,2,1,0,55556.3,0
5069,655,Female,29,9,0.0,2,0,1,85736.26,0
3074,614,Female,44,6,118715.86,1,1,0,133591.11,1
8927,626,Female,39,0,0.0,2,1,1,83295.09,0
3278,640,Male,44,7,111833.47,1,1,0,67202.74,0
2135,736,Male,57,9,95295.39,1,1,0,28434.44,1
8941,774,Male,34,4,120875.23,2,0,1,113407.26,0
4970,689,Male,38,2,0.0,1,1,1,82709.8,0
6195,514,Female,41,7,0.0,2,1,1,3756.65,0
134,789,Male,39,7,124828.46,2,1,1,124411.08,0
7731,638,Male,42,8,145177.84,1,1,0,193471.74,1
5324,654,Male,31,5,150593.59,2,1,1,105218.45,0
9640,750,Female,35,3,0.0,1,1,0,191520.5,0
6160,632,Female,21,1,0.0,2,1,0,84008.66,0
2559,567,Female,40,2,105222.86,2,1,0,93795.86,0
62,555,Male,33,1,56084.69,2,0,0,178798.13,0
1358,664,Male,43,9,189026.53,2,1,1,56099.86,0
6725,603,Female,40,8,148897.02,1,0,0,105052.9,0
2467,617,Female,27,4,0.0,2,0,0,190269.21,0
679,684,Female,38,3,0.0,2,1,0,44255.65,0
6797,693,Male,46,2,104763.41,1,1,1,62368.33,0
741,546,Male,24,8,156325.38,1,1,1,125381.02,0
5307,534,Female,49,7,0.0,1,1,0,13566.48,1
7627,670,Female,40,3,0.0,1,1,1,182650.15,0
3641,640,Male,62,3,0.0,1,1,1,101663.47,0
444,553,Male,47,3,116528.15,1,0,0,145704.19,1
8140,605,Female,36,6,0.0,1,0,1,690.84,0
3258,698,Female,36,7,121263.62,1,1,1,13387.88,0
4663,620,Male,35,0,76989.97,1,1,1,17242.79,0
1873,659,Female,39,1,104502.11,1,1,0,20652.69,0
6366,683,Male,73,9,124730.26,1,1,1,51999.5,0
2596,833,Female,28,4,136674.51,2,0,0,5278.78,0
1717,707,Female,35,3,56674.48,1,1,0,17987.4,1
2912,699,Male,32,1,123906.22,3,1,1,127443.82,1
2843,666,Male,38,6,99812.88,2,1,1,158357.97,0
4027,662,Male,39,5,139822.11,2,1,1,146219.9,0
5488,410,Female,35,7,117183.74,1,1,1,109733.73,0
8634,741,Male,39,5,0.0,1,0,1,40207.06,0
8037,547,Male,62,10,127738.75,2,1,1,85153.0,0
9232,618,Female,49,9,44301.43,3,1,1,89729.3,1
489,714,Female,55,9,180075.22,1,1,1,100127.71,0
493,531,Female,47,6,0.0,1,0,0,194998.34,1
690,716,Male,27,1,122552.34,2,1,0,67611.36,0
3821,608,Female,56,5,0.0,2,0,1,153810.41,0
602,687,Female,72,9,0.0,1,0,1,69829.4,0
1911,595,Male,41,9,0.0,2,1,0,5967.09,0
1014,496,Female,43,3,0.0,2,0,1,199505.53,0
6156,794,Male,33,8,0.0,2,0,0,91340.02,0
1993,824,Male,60,8,134250.17,3,0,0,153046.16,1
5769,570,Female,29,0,0.0,1,1,0,37092.43,0
3757,593,Female,45,6,79259.75,1,1,0,55347.28,0
2366,672,Male,34,9,0.0,2,1,0,161800.77,0
5283,656,Female,23,4,163549.63,1,0,1,21085.12,0
4370,725,Male,39,4,160652.45,2,1,0,57643.55,0
6883,691,Male,30,9,0.0,1,1,0,49594.02,0
7011,697,Female,25,1,0.0,2,0,0,87803.32,0
1361,578,Male,32,4,0.0,2,1,1,141822.8,0
8461,625,Female,44,7,0.0,1,1,0,4791.8,0
1526,711,Male,34,8,0.0,2,0,0,48260.19,0
1327,703,Male,20,3,165260.98,1,1,1,41626.78,0
8507,653,Female,38,5,114268.22,2,1,1,89524.83,0
9031,541,Male,39,7,0.0,2,1,0,19823.02,0
1551,730,Female,52,7,0.0,2,0,1,122398.84,0
7769,766,Female,27,7,158786.67,2,0,1,47579.25,0
9908,492,Male,45,9,170295.04,2,0,0,164741.81,0
1337,710,Female,30,10,133537.1,2,1,0,155593.74,0
3901,575,Male,30,2,0.0,2,1,1,82222.86,0
3010,666,Male,47,2,0.0,1,1,0,35046.97,1
5041,567,Male,29,8,0.0,2,1,0,156125.72,0
8825,611,Female,49,9,115488.52,2,1,1,138656.81,1
2250,706,Male,20,8,0.0,2,1,1,12368.11,0
6533,489,Female,47,8,103894.38,2,1,1,107625.46,0
5039,660,Female,38,5,110570.78,2,1,0,195906.59,0
2346,518,Male,46,4,113625.93,1,0,0,92727.42,1
9282,619,Male,34,1,0.0,1,1,0,139919.38,0
5485,573,Male,38,4,0.0,2,1,1,196517.43,0
2784,821,Female,37,5,106453.53,2,0,1,127413.0,0
5119,700,Male,37,3,77608.46,2,1,1,175373.46,0
7550,688,Female,38,7,123544.21,1,1,1,157664.02,0
5555,614,Female,39,6,0.0,2,1,1,164018.98,0
5599,579,Female,50,5,117721.02,1,0,1,192146.63,1
7630,705,Male,42,8,166685.92,2,1,1,55313.51,0
150,754,Female,32,7,0.0,2,1,0,89520.75,0
2804,648,Female,44,2,0.0,2,1,1,58652.23,0
5874,597,Male,19,2,0.0,2,1,1,91036.74,0
2086,725,Female,32,0,0.0,2,1,1,138525.19,0
3751,496,Male,29,2,0.0,2,1,0,55389.59,0
5612,759,Female,31,1,109848.6,1,1,1,42012.55,0
2259,686,Female,41,4,129553.76,2,1,0,187599.8,0
4017,811,Male,46,9,180226.24,1,1,0,13464.64,1
